No. Reads;root;organism;Domain;Group;Phylum;Class;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Candidatus Melainabacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Ktedonobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Ktedonobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;unclassified Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;unclassified Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;unclassified Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;unclassified Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Thermoleophilia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Thermoleophilia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Rubrobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Nitriliruptoria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Coriobacteriia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Coriobacteriia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Coriobacteriia;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
1;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
